rating,date,userName,review,isEdited,title,developerResponse
4,2021-10-11 17:41:33,Chappy024,"So I really like this app and have been using it for a few years now, but one thing that really bothers me is that you are limited on when the day turns over and your sleep will start counting towards the next day. When changing that setting you can only choose from 5 pm to midnight. As someone who does shift work, I would love to set my day to change over at noon, as I usually sleep in the afternoon. So if my “new day” starts at 5 and I go to sleep at 3, then I end up with my sleep split between yesterday and today, which makes it difficult to track properly. And I could set the day to start at midnight, but on my days off when I “sleep in” I usually wake up after midnight and then I encounter the same problem. 

Also the app seems to have difficulty figuring out what to do with your rings if you wake up for a couple hours and then take a nap. Which I understand is less than ideal sleep and isn’t a problem that most people have but it happens to me often enough to warrant mentioning. 

At the very least if they could change it so I can choose any time during the day to start tracking my sleep (like how it was years ago) I would gladly change the rating to 5 stars. Aside from that one real gripe, the app is awesome",False,Less useful for shift workers,
2,2021-02-05 21:18:11,Seven_Of_Nine_2350,"It’s a good app, but it drains my battery. I go to bed with 90 or 100% battery and wake up with 40%. They do have a supposed fix in the faq, but it’s not complete and only seemed to work for a short time. They tell you to delete the watch app, restart the watch and phone, and reinstall. But first of all, you can’t actually delete the app without unpairing the watch first. I made this mistake and clicked where it said “remove from phone screen” or something like that, only to discover that the app had disappeared but not actually deleted. It was a bit of a challenge at that point to find out how to actually delete it, and after a significant amount of searching I found how to get to it and that you can’t delete the app without unpairing the watch. 
So after going through all that, unpairing the watch, deleting and restarting everything, it seemed like the problem temporarily got better for a week or two, but has now resorted to draining the battery again. I have another sleep app that doesn’t do this, so I don’t understand what the problem with this one is. I only wanted this one as a comparison with the other one, and it does have some additional features, but this battery draining is just not worth it. Also unpairing, deleting, reinstalling and restarting every two weeks is also not worth it.",False,"Nice, but kills battery",
5,2022-08-19 15:54:19,Denise53M,"Love this app. I used to track my sleep on my Fitbit, but it didn’t give me enough details. Once I bought my Apple watch, I was interested in digging deeper into my sleep health. It was great, but once I downloaded the app, it has been a game changer! And by the way, this app is much less expensive than others. 

I have had sleeping issues for years. I have no problem falling asleep, but I wake up and my mind starts racing, from one thought to the next. Sometimes my thoughts are about things I need to do, or I replay a scenario in my head and what I should have said or done. Other nights, I feel like they’re someone else’s thoughts because they make no sense. 

I always blamed it on my fast paced, stressful and demanding job. However, now that I’m retired, that doesn’t apply. This app measures everything my body goes through during the night, when I’m sleeping. I especially like the sleep bank - shows how much sleep you’ve recorded, and whether you have accumulated more sleep than you need or if you have a sleep debt. I always have a sleep debt and app the app details exactly how you can reduce it. A big thanks to the developers!! Outstanding technology!!",False,Best Sleep App Ever!,
5,2022-08-18 13:48:47,John Lammers,"I tried a few of these sleep trackers, and I used to use the one on the Fitbit, and I like this one the best. It has the visual niceties like reusing the rings concept that Apple Health uses, and is attractive and pleasant to use. I'm happy with the number and presentation of the graphs. In terms of accuracy, I can't second guess what it says about light vs deep sleep, but it gives me confidence that the asleep/awake determination is surprisingly accurate. Importantly, when it is mistaken, there are ways provided to correct it--including one that doesn't just override the data but is meant to calibrate it for future accuracy. Maybe the only thing I don't like is the relationship to AutoWake and HeartWatch which seem to be companion apps. It's slightly confusing (though ultimately convenient) that these are accessible via the app. Since the app uses wake data and heart rate data, I wasn't sure (and I guess am still not sure) whether they were dependencies that needed to be configured for the sleep tracking to work optimally or merely companion apps that present another lens through which to view some of the data AutoSleep uses.",False,"Does everything I need, and does it well",
1,2021-01-07 01:57:19,cconsta,"I have used this app for a couple of weeks in parallel to other sleep apps. I was excited about it! However, it showed significant inconsistencies recording deep sleep and HRV (heart rate variability) which count towards the readiness index. This index was almost always opposite to what the other submetrics were showing (almost every time I was on red with sleep quality, deep sleep, heart dips etc., the readiness index was on green or close to rather than the other way around). After going through their FAQs which seemed to support the fact that errors have been reported about these issues, I made sure to reach out to their customer service as a sign of respect for their product. I followed their guidance to lower my deep sleep setting (even though it contradicted their HRV indicator of the past few nights - I use Breathe in the morning to accurately report that metric) and it still didn’t read it. Meanwhile, the metrics on two other apps (SleepWatch and Sleep Cycle) yielded similar metrics compared to AutoSleep. When I emailed the AutoSleep customer service and requested a refund out of concern that the app was not running well, their response was that the app works and that it is designed for “tech savvy” customers. Not only was that condescending but highly inaccurate in my case. Maybe it works for others but, in my case, I’m choosing to go with other apps at this point.",False,Think twice about it! Use other apps,
5,2017-11-05 12:08:32,shicaca44811,"I’ve used quite a few sleep apps over the last year or two and this is by far the best. You have two options - use it with an Apple Watch or without. If you don’t have a watch, the app correlates the data from when you plug your phone in vs unplugging it, but it also takes into effect when your phones screen is on and subtracts it from your total sleep hours! This is the first app I’ve ever seen do this!

When you use it with your watch, if you turn it into “Theater Mode”, it gets really detailed information about your sleep and tells you when you were in different sleep levels, but with Theater mode all night it uses a whopping 2% battery. It still correlates phone screen time into sleep totals, and subtracts that from your sleep, so you get a much more accurate picture of how long and well you’ve slept. The only bad thing is you have to remember to charge the watch before you get to the point of being in bed. 

Probably my only gripe is I think metrics for heart correlation could maybe be broken down a bit more (average HR in REM, average in Deep Sleep, etc), but it does give graphs of where your HR attended out over time so that’s nice.",False,Simply the best Sleep App I’ve used,
5,2022-10-16 14:00:36,Scotty-Aye,"Getting good sleep is SO critical to brain health and overall well-being and this App is an excellent tool to help you get more and better at this essential life recharge “activity”. Monitoring is essential to improve awareness and feedback for any positive change. The app has so many charts and graphics and links to information, it really delivers in this way. You will learn what “works and what doesn’t” in your quest of a good/better/best night’s sleep. You can track so many features of your sleep you will learn and grow proficient in sleeping and living your best life. Try it! They only problem I have is keeping my watch charged enough at bedtime; but, that is not the Apps fault. I have used it every night for years and I LOVE it. 
Yes, I’m an analytical type person, and I understand this App may not be for some people that don’t lean that way, nonetheless, I would recommend this App to every Apple Watch owner to try it. The potential improvement in your life is totally worth the cost of the App, and dare I say, even worth the cost of a watch if you don’t already have one. Sleep well, pleasant dreams!",False,Easy way to improve your sleep and your life,
5,2019-03-11 15:31:46,HenryGz,"This app changed my life and the way I think about sleep and how the decisions I made throughout my day affects the quality of my sleep. Everyone knows going to bed early and getting a good nights sleep is good for you, but how do you get there? This app and my Apple Watch helped me figure out the way. With this app I discovered that my minimum amount of sleep needed is 6.5hr, target is 7hrs and anything above this is a bonus. With this app I discovered that I really should not have any alcohol 3-4hrs before going to bed otherwise my body wastes more energy processing the alcohol through my system than helping my body recover while I sleep and I don’t wake up feeling rested. This app helped me discover that I have food allergies I was not aware of, by monitoring my heart rate after a late night snack I could see via HR charts which snacks helped or impeded my sleep cycle. Every morning I wake up and look at the total amount of sleep and deep sleep I just completed and if it’s not at my minimum amount than I continue to sleep a bit more if possible so I have a productive day. To the developer thank you and continue all the great work and please continue improving this app!",False,Love this app!,
1,2021-06-13 16:59:21,eurika.baked29,"Honestly, I’m kinda mad. I paid for an app to track my sleep, and it just simply doesn’t do it very well. This is the third night in a row I’ve done everything correct. I’ve told the app “lights off” to start tracking my sleep. It hasn’t. It keeps saying there’s an error, which is annoying. I’m wearing my watch every night, I’m the correct position. I’m putting my phone on my bedside table and not moving it. I’m doing the lights off thing. It just doesn’t work. It’s also pretty annoying that every night I have to set the alarm to remind myself to charge my watch a bit before bed. It’s like that alarm just…disappears  every day. I paid $4 for this app, and I want my money back. The Health app tracks my sleep better than this app tbh. Not to mention the app is very confusing to use, I had to watch the tips and into like 3 times to figure it out when I first downloaded the app. The only good thing about this app is the wake up alarm (which I can’t set on an automatic schedule either. I have to set it every night I want to wake up with it). It’s nice waking up to a soft nudge, but that’s about it. 

Summary: the app is confusing, and doesn’t track sleep very accurately. The wake alarm is alright, and it’s nice not paying for a subscription. If you want to waste $4, get the app. If you want to save your hard earned money, find a different app :)",False,Doesn’t work very well,
4,2022-06-11 18:52:07,Abner055,"I’ve tried several and this is by far the best and I have been using it for years. At first it seems a little intimidating with all the information, but you get use to it pretty quickly. In order to record you sleep accurately you must make sure your phone is not on the bed with you and that you adjust your sleep/wake calibration in setting. You may need to set it a couple of times before it accurately records your sleep. When you first get the app, the around the first week or so when you get up look at the app and see if you agree with the amount of sleep you got. Some is of move more the others while we sleep and that is what sleep/wake calibration is for. Go to settings on bottom right and scroll down until you see sleep/wake calibration and use the setting the best represents what you think you really slept. So this a couple of times to check out the results and after that it will accurately auto record your sleep. Even this naps you take in the afternoon.

I lowered my rating to four stars since by now it should be tracking Sleep Apnea and Snoring like other apps. 

But I still thinks it’s great, and just need a few updates.",False,Best Sleep App!!,
5,2021-07-08 13:46:55,Phuqit,"“Auto Sleep” is one of the most utilitarian and informational apps that I have ever used. I rely upon it every day to assess my overall health in conjunction with my heart rate variability and the amount of time spent in deep sleep. 

I survived a “Widow-maker” (100% blocked L.A.D.) heart attack 11 years ago, and I am diabetic— both conditions well under control. Thanks to “Auto Sleep” I’m able to determine how well my blood sugar management and cardiac health program are working to keep me healthy. Being able to see how much of my sleep is spent in deep sleep shows me how well my body is healing up at night. In conjunction with AM blood glucose levels, knowing my heart rate variability, and blood pressure reading, I know that my health plan is effectively keeping me alive and well. 

“Auto Sleep” is an indispensable part of my self-monitoring that gives me significant peace of mind and eliminates the anxiety of managing serious health conditions like mine. Wearing my Apple watch to bed was something alien to me before I began using this app. Now, it’s not only second nature, but a welcome tool in my health arsenal—I wouldn’t want to be without it.",False,Absolutely indispensable,
5,2020-06-04 13:18:06,Can't use my nickname,"I’ve had a fitbit for YEARS!  And finally switched over to the Apple Watch.  For the past few months I have been debating just switching back to my fitbit because I am so heavily reliant on my sleep data.  I downloaded a few other Apple Watch sleep apps and tried them out.  I was so disappointed in the amount of data, ease of tracking, validity of the sleep data, and so much more.  I really thought it was just the watch’s incapability.  I mentioned this to a friend who recommended this app.  It truly changed my mind completely about the Apple Watch.  It seriously prevented me from giving up on the watch altogether.  Auto sleep has the best, most detailed and accurate data (more and better than the fitbit).  Well worth the extra 2 dollars out of my pocket.  While I agree with another reviewer that this should already be on the watch itself to be a competitor with fitbit, for the extra $2 I don’t mind.  The other Apple Watch sleep apps I tried were free with membership upgrades.  I trialed the upgrades and was still so disappointed.  Pay the few dollars to own this and you won’t be disappointed at all!!",False,Better than the fitbit,
5,2018-03-29 02:52:12,Atavachron,"Great app!  I’ve been using this ever since I heard Federico Viticci talking about this on the Connected podcast. I’m using this along with a Bluetooth blood pressure cuff (Omron 10 series) and a Bluetooth scale to get a detailed baseline of basic health indicators, and track it to see if there are any subtle changes I should take action on. (I also track everything I eat and drink using LoseIt!). 

AutoSleep, along with the Apple bedtime reminder is doing a lot to keep me on track to getting more regular sleep. (I also try to manually correlate the foods I eat and my overall hydration with better sleep. I tend to get heartburn that bothers me when I lie down. Watching what, when and how much I eat helps with this. ). The Workout app on my Apple Watch also motivates me to get more exercise which also helps me sleep better. 

I heard that people who regularly get less than 6 hours of sleep are at significantly greater risk of heart attacks. So I eat better and exercise more to sleep better and hopefully it will all synergistically help me enjoy watching my daughter grow up at least through middle age.",False,Another great input into Apple Health,
3,2019-06-29 17:29:17,teddiegator,"I’ve been using this app for about six months. It’s informative in the sense that you can see from the data, particularly the graph, how your sleeping changes during the night. Before I got the app, I was trying to sleep eight hours a night and I was happy, because that was how long I was supposed to sleep. The graph showed that I went in and out of light sleep and deep sleep sometimes four to six times a night. I started to try to set aside eight and one-half hours a night. I am not sleeping much better but there’s been some modest improvement if I go to bed earlier. Otherwise the next day   am reproved by messages from the app and encouraged to go to bed at an unrealistic time. There are a few odd problems. The app sometimes decides that I have woken a half-hour or more before I think I’ve woken up. Occasionally the app will decide that I’m sleeping when I’m actually playing a game on my phone or browsing social media. Nevertheless, the app errs on the side of finding that I’m awake. There is also a psychosomatic effect from looking at the app. When I look at the graph I find myself disappointed with my sleep and the lack of rest that I’ve gotten. Overall I am glad that I got this app but it’s a mixed blessing.",False,Informative,
3,2018-11-27 12:27:26,Fruge1927,"No app should be this difficult to use. It would either not record my sleep at all or record some of it and then disappear. I contacted customer service. Customer service is good. Spent 4-5 days trying to get this to work.  I still have an iPhone 6s so there was a know glitch with it and the app.  Because of what I assume is a time difference they only answered me emails at around 10pm each night.  Finally we were able to get it to track and save my sleep. I used it for another week or so however what it records is inaccurate even with adjusting it.  AutoSleep routinely tells me I am only sleeping 1-6 hours with 0-23 minutes deep sleep even when I know I have had deep sleep and have had dreams.  AutoSleep also shows me awake when I know I was sleeping.

I wear both my Apple Watch and my Withings.   My Withings is more accurate consistently shows when in deep sleep, when I have awaken during the night.  I bought the AutoSleep app because I thought tracking my heart rate and quality sleep would be beneficial.  Just wearing my Apple Watch to bed does that for me.  I really wanted to like this app and thought it would be the only app I would need to use. Unfortunately that has proven not to be the case.",False,Disappointed,
5,2017-04-24 04:39:58,Evilkow,"I have tried them all, and this app is the best *by far*. The best part about it is you only need to remember to wear your Apple Watch. A quick 15-20 minute recharge once or twice a day keeps me going all night. The app does the rest. No more hiding my phone under a pillow or forgetting to turn on the sleep tracking app (only for them to crash). This app doesn't run all night long. Instead it uses the brilliant approach of analyzing the data already collected on the iPhone and Apple Watch. It takes that data and draws logical conclusions about when you were asleep. I don't write reviews very often, and I don't write them unless I've been using the app for a while. I have been suing this one for about 10 months now, and it does a great job at determining my sleep time. To make matters even better, the deveeloper is constantly updating the app to make it better. I think there were two full version updates in 2016, and now there is another full version update with a cleaner interface. Super nice. If you want to track your sleep, this is the app for the job.",False,Best Sleep Tracking App Out There,
5,2021-10-17 13:17:08,GLBorchert,"I have been using AutoSleep for several years now, and believe it’s one of the better health tools out there. I especially love that it contains so much in-depth information, and easily accessible graphic historical sleep values. It works best in conjunction with the sister HeartWatch app, which allows someone who is extremely health conscious to dig deeper into the details. Perhaps some users want an app to summarize everything for them. AutoSleep and HeartWatch do that, but also allow you to view the actual data. I don’t just want my “average” heart rate, I want to see all of the readings used to calculate that average. I want the details, and these apps make them available.
The one weakness for me, and not a major issue, is the “Wellness” calculation apparently based on one Apple Watch HRV reading. This is perhaps more of an issue with Apple Watch, as the HRV readings I get from my Watch don’t correlate to the detailed readings I get from a dedicated HRV device I use. But, that one small issue aside, AutoSleep and HeartWatch are an essential part of my day.",False,Best Sleep App,
4,2021-02-11 04:22:16,EFab04,"I used to use the Fitbit app and tracker and really liked it. To the point that I used to keep it charged just to wear at night. This app makes the Apple Watch competitive and even better than what I had with my basic Fitbit. The Apple app for sleep tracking is useless without this. A cool feature is the waking option with the watch. I like how you can set it to wake you up at the right time in your sleep. I find this does work. I used to use another app for that. Love that this combines that feature. This, to me is a strong almost 5 star app. Reason I don’t give it a 5, is because there are some measurements that are a little harder to understand, even after reading the helpful links they provide.  I still don’t quite understand the heart rate dip measurements, wish that was more simplistic to understand. Another thing I wish it had was a feature for getting tips to improve areas where you struggle with optimal sleep, that would be awesome. Otherwise the app is great! Highly recommend for anyone trying to get insight into their sleep.",False,This should be Apple’s standard sleep app,
5,2021-02-18 12:56:44,B＼(^o^)／,I’ve hunted through all sorts of sleep apps to and so far this one is the best without a doubt. I was a little hesitant with all the free apps out there and how many I’ve hated even paying for the full version but those one has absolutely exceeded expectations. My favorite thing is the readiness score. I have a tendency to either sleep very little or a lot and have trouble finding a system that makes me feel prepared for the day. I’ll sometimes think I’ve slept a ton and still feel terrible or think I didn’t sleep at all and feel great but the app tracks the quality of my sleep in a way that actually gives me a accurate idea of how I’ll feel and how productive I’ll be through the day. I usually plan sleep around that score rather than just having the time to sleep. It counts naps towards my sleep debt which is AMAZING because sleeping 5 hrs and getting a nap works great for me most days. I’ve not explored a lot of the other features mostly because these two things are the important bits for me.,False,Definitely worth buying!,
5,2022-06-05 03:18:31,rocknrollmamacita,"I have always been a night owl (or my preferred term, vampire) As a kid and teen when I had ice time at 5:30am, I would be wide awake long after 11pm with my Mom nagging me to get my tush in bed. In my 20’s my attitude was “I’ll sleep when I’m dead”.  My average bedtime until I turned 50 was 2am.  Over the last decade, if I get to bed before 5am it’s a miracle. The pandemic lockdown made my sleep even more erratic. When my Fitbit died, I ended up replacing it with an Apple Watch. This app really details your sleep cycle.  I never realized how little quality sleep I get and how it has affected me health wise - especially my mental health.  After studying the data collected by the app, I started to correlate poor sleep with my ongoing battle with severe depression.  After sharing my thoughts and a bit of the data with my therapist, he agreed working on getting my circadian rhythms back on track was vital.  Hopefully with continued tracking with the app and some changes to my meds, I will be able to get my life back on track.",False,Eye opening to say the least!,
5,2020-02-27 19:30:19,Dr4co1,This app is absolutely a game changer. Back before I started using the app I would always wake up tired or get to work wishing I could just sleep for another hour even after thinking I got plenty of sleep and didn’t know why I was still so tired. I tried changing my diet and exercised more regularly but still wasn’t seeing any drastic results! I decided to finally buy the app after doing extensive research on different apps and it was the best thing I could have done. It’s super detailed and kinda coaches you on changing your sleep behaviors and within a week....A WEEK.....I was finally getting the results I was looking for. I feel more focused and ready to get to work to crush another day and my overall attitude gained some improvements as well! Ever since then I’ve been using the app and whenever I feel tired or something is changing I look over at the app and can see exactly what is going on and continue to help improve my sleeping habits. Love this app and recommend to anyone looking to step up their sleeping game!,False,Couldn’t ask for more,
5,2022-01-05 01:18:53,michellefleury,"Of all the health apps that I have on my phone, this is the one I use every day. It’s easy to use and does not distract with unnecessary information or burdensome engagement. The information it provides is relevant and actionable. Through AutoSleep I’ve come to understand how stress and different lifestyle choices impact my sleep, and in turn, how significant the quality of sleep is to my well-being. Towards that end, I’ve also found the integration of AutoSleep and HeartWatch to be very valuable.

Here’s a simple test to demonstrate the clarity this app offers. Download AutoSleep and use it for a week or two to get a sense of your baseline. Next, simply watch the impact of something on your sleeping heart rate. Is it higher on the nights after you consume alcohol? Is it lower on the days you have a good workout? I found the feedback from AutoSleep and HeartWatch to be much more tangible and certainly more motivating than all of the advice or warnings I’ve received from doctors, trainers, etc.",False,Excellent app with valuable integration to other apps,
5,2018-09-26 02:09:04,T-2018,"I’ve used this app continuously the last ten months with an Apple Series 3 watch and and have been very impressed by how well it works. It’s quite accurate in tracking sleep. Oftentimes it will even catch an afternoon nap. The charts are stellar too and provide a nice way to review the previous night’s sleep, and the calendar history is well laid out and allows one to quickly review sleep history over the previous month(s). Occasionally the app will think I’ve fallen asleep late at night if I’m watching TV and barely moving, but the editing capabilities for the previous night’s sleep is first rate and you can quickly make adjustments. It also has a sensitivity setting that you can adjust to take into account how much you naturally move at night so it will track sleep more accurately. Finally the watch and phone work in tandem and so, for example, if you move your phone, it can automatically register that as being awake. Overall, I think this app has been my favorite health app I’ve purchased for my watch and phone.",False,Fantastic App,
