date,isEdited,userName,review,rating,title,developerResponse
2020-03-31 02:03:25,False,힝히이히ㅣ리이힝,"I have 2 requests.
first, 건물 위치를 사용자 마음대로 편집할 수 있었으면 좋겠어요. 

Second, 그리고 소셜서클에서 설정하는 취침시간과 개인이 설정하는 취침시간을 다르게 설정할 수 있으면 좋겠어요. 친구들과 소셜서클을 만들어서 풍경을 즐기고 싶은데, 친구들과 수면패턴이 각자 달라서 공동취침시간을 설정하는게 어렵거든요. 그래서 친구들이 각자 자신의 취침시간을 잘 지켜서 미션에 성공하는 걸로도 소셜서클 이용이 가능했으면 좋겠습니다.",5,건물 위치 편집 기능이 있었으면 좋겠어요.,
2019-05-10 10:18:09,False,srdpp,"원래 폰 만지다가 새벽 3-4시쯤 잠들고 아침에 강제 기상해서 낮동안 꾸벅꾸벅 좀비처럼 살아가는 노답 생활패턴 인간이었습니다.. 예쁜 나무가 갖고 싶어서 포레스트를 쓰다보니 폰 중독에서 한발짝 벗어났고, 근사한 마을이 갖고 싶어 슬립타운을 쓰다보니 건강한 아침형 인간이 되어가고 있습니다. 개발자분들 정말 감사합니다 앞으로도 많이 버세요 ..",5,"forest, sleeptown으로 건강한 생활습관 만들고 있습니다",
2021-11-01 09:53:24,False,재밋다ㅎㅋ,소셜서클 혼자서도 할수 있었음 좋겠네요,5,좋아요 근데 소셜서클 혼자서는 못하나요?,
2018-12-11 01:28:37,False,릴로와 스티치,"알람 기능이 좀 부실해요. 특히 저같이 잠 못 깨는 사람들,, 나머지 기능은 너무 맘에 들어요 전보다 확실히 일찍 잠들게 됐고 그것만으로도 너무 좋은데 알람 기능만 좀 강화해주셨으면 좋겠어요. 더 시끄러운 소리랑 더 어려운 알람 미션,,,,",4,너무 좋아요 근데,
2021-01-02 22:33:42,False,noo answer,앱을 깐 2일까지는 정말 좋았습니다. 3일차인 오늘 쉐이크가 안되더라구요. 흔들기 기능을 사용하여 핸드폰을 흔들어도 게이지가 정말 조금도 안찹니다. 그 부분 빼곤 정말 좋은 앱인 것 같네요.,3,왜 안될까요,"{'id': 20322728, 'body': 'Hi there, we are sorry for the problem caused. Could you please send all these messages and with screenshot to us via sleeptown.support@seekrtech.com  ?   We will investigate the problem as soon as possible.', 'modified': '2021-01-11T15:43:41Z'}"
2020-02-12 14:51:16,False,썽Ag,"슬리프타운 쓰는 이유가 저 자신에게 취침시간네 폰을 못만지게 하는 강제성을 주기 위해서잖아요
근데 엄격한 모드라는 게 어느 샌가 생겨서는 엄격한 모드를 해제하면 수면 버튼 누르고도 폰을 쓸 수 있다는 게 아쉽네요  의지박약이라서 이 어플 쓰기 시작한건데 저에게 선택의 여지가 주어지니까 의지가 와르르 무너져서 엄격한 모드를 해제하고 자버리네요 원래 어플이 만들어진 취지대로 바꿔주세요 ㅠㅠ",4,엄격한 모드 해제하는 걸 없애주세요,"{'id': 13589116, 'body': 'Hi,\nThank you for the feedback. The ""Strict mode"" was implemented so that SleepToan can go with the changes in the iOS system, otherwise the app would not be able to detect if the user is using other apps. We hope you understand. Sorry for any inconvenience caused.\n- SleepTown', 'modified': '2020-02-19T19:22:41Z'}"
2021-01-13 15:31:37,False,Muminee,"원래는 자기 전에 포레스트 앱으로 한 시간 정도 맞춰놓고 소나기 소리 들으면서 잤었는데, 이 앱에서는 소리 기능이 없어서 넘 아쉬워요. 수면에 도움이 되는 잔잔한 소리 (asmr)기능/ 그리고 소리를 얼마동안 켜 둘 지 알람 설정 기능이 있으면 좋겠어요! 포레스트 쓰다가 집도 짓고 싶어서 이 앱을 구매했는데 ㅜㅜ 소리 설정 기능이 없어서 다시 포레스트 써야 할 듯 해요.. 소리 기능 제발 추가해주세요..! 그리고 집은 포레스트와 다르게 선택할 수 없나요!? 집 모양을 고를 수 있게 상점이 있으면 좋겠습니다!",5,소리 기능이 있으면 좋겠어요,
2019-04-03 01:55:11,False,라리롱12,"포레스트 쓰다가 좋아서 슬립타운도 다운받아 본건데 이젠 이것만 써요ㅎㅎ 항상 자기전에 폰하던 습관 고쳐서 너무 좋아요!

어느 날 자기전에 폰으로 미드가 너무 보고싶어서 그냥 건물 짓는거 포기하고 폰할까 하다가 참고 잠들었는데, 그다음날 아침에 너무 예쁜 건물이 지어진거예요ㅋㅋㅋ그때 넘 뿌듯하고 감격스럽더라고요ㅋㅋㅋ 

별거 아닐수 있는데 매일 매일 규칙적으로 잠들게 되고 밤늦게 폰하느라 시력 나빠질 걱정 안해도 되고 거기에다 이쁜 건물까지 모을수 있어서 최고인거 같아요 어플 리뷰 이렇게 길게 써보는거 처음인데 이건 진짜 강추입니다!!",5,최고예요,
2020-11-20 12:37:03,False,감귤감귤감귤,예전부터 일찍 자려면 어떻게 해야하나 싶어서 알아보던 중에 이 앱을 발견했는데 이런다고 내가 폰을 안하고 잘까? 싶어서  안 했었거든요.. 근데 제가 돈주고 큰 맘 먹고 사기도 했고 제가 폰을 하면 건물이 아예 안 지어진다고 나오니까 일단 목표 시간이 오면 꺼야겠다는 생각이 들어요 ㅎㅎ 건물을 수집하거나 모으고 싶고 그런게 아닌데도요 ㅎㅎ 그리고 아침이 되면 생겨난 건물을 보면서 빨리 모으고 싶다는 생각이 듭니당,5,솔직히 너무 좋아요 ㅎㅎ,
2019-08-03 00:45:19,False,오에은,"일찍작고 싶은데 핸드폰 한번 잡았다 하면 새벽까지 하고.. 다음날에 너무 늦게 일어나는 제가 너무 싫더라구요.... 혼자서 계획세워도 다시 무산돼고..
이렇게 의지박약이었나 싶었어요..
제 자신도 너무 싫고..
근데!!!! 건물때문에 수면누르고 할게 없으니까 자게되네욬ㅋㅋㅋㅋㅋㅋ감사합니다!!!! 아침에 일어나서두요!!!!!!",5,의지박약인 나를 바꾸는 어플!!,
2019-07-26 23:55:45,False,빨리 좀 고쳐주세요 짜증납니다,"학기 중에는 강제적으로라도 일찍 자고 일찍 일어나는 게 잘 지켜졌는데 방학이 되니까 한없이 엉망이 되더라구요
규칙적인 양질의 수면시간을 위해 구입했는데 2500원이 아깝지 않습니다
좋은 앱 만들어주셔서 감사해요
Forest도 잘 쓰고 있어요:-)",5,좋아요:),
2022-08-07 08:03:00,False,jenudnr,"아침마다 누구보다 일어나기 힘들어 하는 사람입니당 이제 기상 시간이 기대가 됩니당 무슨 건물이 지어졌는지 궁금해서 확인하려구 후딱 일어나게 돼용! 지금까지 지었던 건물 보면 뿌듯하기도 하구,, 가끔 망가진 건물이 생기면 없애고 싶어서 의욕이 활활 불타용 ㅎㅎㅎ 수면 시간도 기록해줘서 자연스럽게 수면 패턴도 생겼습니다 짱! 🤍",5,너무 좋아용,
2021-09-13 22:21:06,False,학교만27년째,"커피 한 잔 값으로 아침에 일어나는거 습관화하기 좋은 것 같아요~ 물론 종종 실패할 때도 있지만 그마저도 습관을 형성하는 과정이라 생각하게 되고, 우선 늦게까지 핸드폰을 안하니 일찍 눈을 떠도 피곤해서 죽겠다는 느낌은 많이 없어져서 좋아요!",5,좋아요~,
2021-01-10 17:20:42,False,저를 좀 깨워주세요 ...plz,"약 한 달 동안 열심히 집 짓고 있는 고쓰리입니다. 
자꾸 아침 일찍 못 일어나는 저에게 화가 나서 이거라도 해보자 하고 구매하게 되었는데요.
오마이갓 수면의지가 강한 저는 이 프로그램의 알람으로 전혀 일어나지 못하고 있습니다 ... 종종 일어나도 집만 짓고 다시 잠들어 버리는 불상사가 일어납니다 오마갓. 
저같은 사람도 쉽게 후다닥 일어날 수 있도록 알람 소리가 더 우람하고 자기주장이 강했으면 좋겠습니다. 
띠리링 같은 여리여리하고 아름다운 소리로는 꿈을 더 아름답게 만들어줄 뿐 기상을 돕지는 못하는 것 같습니다. 아무쪼록 잘 부탁드립니다 !",4,건물 짓고 다시 잠들어 버리는 ...,
2019-05-04 11:47:01,False,dmsgp85333,"아기자기하고 귀여운데 정말 단호하네요ㅎㅎ 설정해 뒀던걸 변경하면 티켓을 못받으니까 처음 설정한 대로 지키게 됩니다... 
다만, 개선했으면 하는 부분이 있어요~ 다른 리뷰에서도 봤지만 알람소리가 잘 안들리는 것 같아요ㅠㅠ  그리고 잠금 해제하는 것도 흔드는 것 외에 좀 더 다양하고 어려운 방법이 있었으면 좋겠어요. 
또 아침 기상 시간에만 체크를 하는 것이 아니라 기상 후 한 시간 뒤에도 본인이 원한다면 깨어있는 것을 확인할 수 있는 퀘스트가 있으면 좋겠다고 생각해요~ 기상시간에 열심히 폰을 흔들고 다시 잠들기도 하거든요🤣🤣",4,귀엽고 단호한 어플,
2019-05-27 12:35:07,False,이게모야완전시르다,새벽4시에도 폰을 하다 자다보니 몸이 안좋아지는게 느껴져서 설치! 건물을 부시지 않도록 정해진 시간에 자고 일어나게 되요!! 한 번 부서진 건물은 복구가 어렵다보니 의외로 폰을 만지지 않는데 큰 도움이 됩니다. 다만 저는 포레스트와 함께 사용하는데 두 어플을 동시에 사용할 수 없는게 불편해요! 개선부탁드립니다,5,귀여운 건물과 함께 자요 ㅋㅋ,
2021-03-25 22:04:18,False,룩ㅎㅏ스,"1. 며칠전부터 자꾸 인터넷 연결이 안 된다고 메시지가 뜹니다. 급기야 오늘은 동기화도 안 되고.. 와이파이 바꿔보고 꺼보고 해도 똑같네요. 503 에러메시지가 뜨는데 서버에 뭔가 문제가 있는 것 같네요. 너무 불편합니다.

2. 알람 음량이 어플에서 아무리 설정을 해도 기기 술정 따라가는 것 같습니다. 알람 소리가 안 들려서 며칠을 못 깨어나서 건물 무너지고.. 그러다 기기 음량이 작으면 아무리 어플에서 크게 설정해도 작게 나오더라구요.

수정해주세요.",3,몇 가지 오류,"{'id': 21901732, 'body': 'Hi, sorry for the problem caused. Could you please contact us via in-app feedback and tell us more details about the problem? Please also let us know your phone model and app version. Please provide screenshots/videos showing the problem if you can. Thank you!', 'modified': '2021-03-27T22:12:04Z'}"
2019-02-09 18:57:53,False,Couchpotato_,"그래서 이 어플도 받았습니다 자기전에 핸드폰 하느라 피곤하면서도 안 자고 버틸 때가 많아서요 수면패턴 엉망되고 ㅠ 아직 사용은 못해봤지만 포레스트에서 느낀 만족감을 느낄 수 있으리라 생각합니다 :) 
댓글에 트리하우스 관련 문의가 많아서 뭔가 했는데 포레스트 어플이 깔려있으면 슬립타운의 트리하우스 집을 준다는 거죠? 전 순간 포레스트의 트리하우스 나무가 잠금해제되는 건가 했네요",5,포레스트 잘 쓰고 있어요,
2021-12-15 13:28:28,False,김전구,"1. 요일마다 개별적으로 취침/수면시간을 달리 하고 싶어요. 저는 요일마다 출근시간이 다른데..어떤날은 좀 더 자고 싶거든요. 

2. 본인이 설정한 취침시간 1시간 전이나 30분전에 알림기능이 있었으면 좋겠어요! 알림센터에서 취침모드를 누를 수 있으면 편할 거 같아요.",4,쓰다보니 아쉬운 점이 있습니다.,
2022-03-24 11:26:54,False,하..........ㅠ,"안녕하세요 좋은어플덕에 너무 잘쓰고있습니다!
정말 만족하는데, 다만 알람설정에 계속 오류가뜨네요
'음악 선택' 칸에 들어가면 애플뮤직으로 이어지긴하는데 일초정도만에 자동으로 화면이 닫히네요.. 해결부탁드려요",4,알람 노래설정이 안됩니다!,
2019-04-16 16:22:44,False,oreo오레오,잠 패턴을 좀 일정하게 하는데 좋았습니다. 지독한 야행성이라 원래 10시 11시 돼도 알람 소리를 못 들어서 못 깰 정도였어요. 근데 앱 깔고 나서부턴 건물 짓고 싶으니까 눈이 아침에 저절로 떠져요ㅋㅋㅋ침대에서 일어나는건 또 별개의 문제지만 적어도 첫 기상을 좀 더 일찍 하는 데에 도움을 많이 받았어요!,5,잠패턴 바꾸기에 도움 많이 돼요,
2019-12-03 12:45:52,False,호헤에에,"평소에 잘 이용하고 있는데 
오늘 코인으로 이것저것 사서 제 마을을 꾸미고서 몇시간 후에 다시 제 마을을 꾸미러 갔더니 인증서가 유효하지 않다며 안되네요..! 인터넷에 검색해보니까 시간 설정 다시하면 해결된다고 해서 따라했더니 해결이 안되어 리뷰에 질문 드려요!",5,Q. 인증서가 유효하지 않다는 팝업이 뜨는데요,
2021-05-03 23:44:22,False,Jinhyuck Yang,"아지자기하고 신기한 건물을 세우겠다는 고무적인 동기로 수면패턴을 만들겠다는 발상이 놀랍고 유쾌합니다.

‘엄격한 모드’는 아쉽습니다. 다른 앱으로 넘어가지 못하게 제한을 걸어둔 건 이해가 가지만, 기기의 화면을 아예 꺼놓지도 못하게 하는 이유는 무엇인가요? 충전을 하면서 앱을 상시로 켜놓으면 배터리 성능이 많이 떨어집니다. ‘엄격한 모드’를 풀어놓으면 다른 앱으로 넘어가 사용자가 이 앱으로부터 얻고자 하는 순기능을 활용하지 못하게 되니 보완이 필요할 것 같습니다.",4,수면패턴 정립에 효과적인 앱,
2019-06-11 16:01:19,False,Jshebbejdj,"저도 폰 만지다가 늦게자는게 습관이었는데
건물지으려고 일찍 자게되더라구요~
넘 좋아요!!! 

근데 소셜서클 하고싶은데 친구들이 없어서 못하고 있거든요ㅠㅠㅠ 친구를 초대해서 하는게 아니라 슬립타운 이용하는 사람들이 방 만들면 조건 맞는 사람들이 그 방에 참여할 수 있었으면 좋겠어요!",5,좋아요~,
2020-12-09 22:57:36,False,Mina127ml,하루 일과를 마치고 침대에 누워 핸드폰 보다보면 늦게 자기가 일수라 일단 핸드폰을 멀리하려는데 잘되지가 않아 구입하게 되었는데 일단 첫 날은 성공이네요 앞으로 더 많은 건축물을 얻고 마을을 완성 시키고 싶어요,5,첫 이용 후기,
2018-10-30 04:20:02,False,아기사자윤,"두 앱 같이 쓰니까 정말 좋은거 같아요

근데 저도 다른 분들처럼 treehouse 가 안받아지는데 기존에 남기신 방법 말고 다른 해결책은 없나요?

슬립타운 앱 설정탭에서 제 이름을 눌러도 뜨는게 없어요 ㅠ",5,슬립타운 포레스트 콤보!,"{'id': 5787883, 'body': 'Hi,\nPlease provide us the details and the screenshots of the problem via our in-app feedback system. We will look into this issue. :)', 'modified': '2018-11-03T12:47:05Z'}"
2020-06-13 14:21:01,False,ahhalady,엄격한모드 온오프가 가능하다보니 자제력이 부족해 오프 상태로 폰을 만지게 됩니다. 엄격한모드 해제 시에는 앱을 벗어나면 어서 자라고 팝업이 뜬다던가...ㅠㅠ? 뭔가 다른 앱을 하면서도 주의를 받을 수 있는 장치를 해놓을 수 없을까요? 애초에 엄격한모드를 해제하는 저의 안일함이 안타깝긴 합니다만 ㅋㅋ 취침시간이 넘어도 아무 피드백이 없어서 완전 의미가 없네요 ㅎ.ㅎ,4,엄격한모드를 해제해도 장치가 있었으면 좋겠어요!,
2020-11-15 15:49:13,False,도랏민,포레스트도 좋아서 다운 받았는데 수면 패턴을 확실히 잡아주니까 좋네요! 강제성은 없지만 건물 짓고 싶어서 매일 정해진 시간에 자고 일어납니다ㅋㅋㅋㅋㅋㅋ 좋아요,5,디자인이 너무 예뻐요,
2020-08-27 22:34:48,False,리리비토,역시 좋아요! 자기 전에 인스타 한 번 켜면 한시간은 기본으로 보게 되고 그랬는데 요즘은 마을 건물 지어보려고 꼬박꼬박 취침시간 맞춰 잠들게 되네요 :D,5,Forest 앱 쓰다가 홍보 문구 보고 설치했는데,
2020-03-06 11:59:03,False,김민선🇰🇷,제 블로그에 자세하게 리뷰를 써서 이곳에는 안 쓸게요. 개발자님께 감사하다는 말씀드립니다. Thank you :),5,수험생활에 유익한 도움을 주는 Sleep Town어플.,
2019-07-22 13:56:30,False,"하,.....","수면 패턴 설정하고, 성공하면 건물을 얻어서 마을을 꾸밀 수 있다는 게 의외로 성취감이 커요! 성공하면 아침마다 성공의 기분과 함께 하루를 시작하는 느낌이라 더욱 좋아요! 아쉬운 점이 있다면, 알람을 3개까지 설정할 수 있다면 더 좋을 것 같아요! 취침 알람 시간도 마찬가지로 2번 이상 설정 할 수 있으면 좋겠어요 :)",5,수면 패턴 조정하기 좋아요!,
2019-04-16 13:28:37,False,쏘나21_,"시험기간이나 공부해야될때도 컨디션 조절에 최고인거 같고, 맨날 휴대폰하다가 다음날에 피곤한 적이 엄청 많았는데 이거 쓰고나서 조금 괜찮아진것 같아요!",5,forest 쓰다가 이것도 사용해보고 있는데 좋은거 같아요!!,
2019-04-14 15:30:50,False,호에에엥 호에엥,매일 15분 내에 잠자리에 드세요 라고 알림이 뜨는 걸 보고 아 이제 정말 자야겠다 하고 생각하게 되어요 앱을 키는걸 까먹어서 보상은 못받았지만서도 잘 활용할시 정말 좋을 것 같습니다,5,아기자기 귀엽고 도전하게 됩니다,
2020-07-01 01:19:31,False,데일리호텔추천해요,"취침시간, 기상시간을 바꾸고 싶은데 소셜서클과 동일한 목표여야 한다면서 안바꿔지네요. 소셜서클과 동시에 시간 바꾸는 방법좀 알려주세요!! 아니면 소셜서클 지금 있는걸 뿌수고 아예 새로 만들어야 하나요??ㅠㅠ",5,질문있습니다!!!!!✋✋,
2020-04-14 06:14:00,False,지음뇸,"요즘 방학해서 생활패턴이 엉망이였는데 이거 깔고 건물 무너질까봐 일찍 일어나서 핸드폰 흔들고 깨요 ㅠㅠ
진짜 재밌기도 하고 생활패턴 바꿀 수 있는게 너무 좋아요 유료앱이라도 진짜 강추합니다 !",5,진짜 좋아요,
2020-04-30 21:48:00,False,햇두지,꼭 성공했으면 좋겠네요~!! 맨날 수면부족 아니면 늦잠이라서...힘들었는데 이 어플로 폰 중독에서 벗어났으면 좋겠네요 언제까지 버틸 수 있을런지는 모르겠지만 열심히 해보려구요~!!,5,꼭 성공하길,
2020-03-05 16:38:00,True,F:FFF,"비슷한 증상으로 문의 드린 후 해결되었었는데 
또 Face id 해제 후 메시지를 읽는 것만으로 경고 알림 없이 건물이 무너지네요 ㅠㅠ 오류인가요 아니면 원래 이런 건가요?",4,이전에 리뷰 남겼던 사용자입니다,"{'id': 10188741, 'body': ""Hello, sorry for the inconvenience. This issue has been resolved in the latest version (v.3.2.3). Please update to the new version, and your buildings won't collapse again after your phone is unlocked with Face ID. We'd really appreciate it if you update the review and rating when you've seen the improvement. Thank you! :) - SleepTown"", 'modified': '2020-03-05T16:38:00Z'}"
2019-07-14 09:06:31,False,아 왜 안 써져!!,수면 습관 고치기 짱입니다 건물 열심히 지어서 마을 꾸미는 재미가 쏠쏠해요 주변에도 많이 추천했어요 휴대폰 만지다가 늦게 잠들기 일쑤였는데 이제 휴대폰 만지는 것보다 예쁜 건물 짓는 게 더 중요한 일이 되어서 기분 좋게 습관을 고쳤습니다!,5,좋아요!!,
2020-12-29 01:51:34,False,배고픈밍밍,취침시간이 다된줄 모르고 다른일을 하다가 건물짓기를 못눌러서 그날은 핸드폰 하다가 늦잠자게 되고 그러더라구요..ㅠㅠ 그래서 핸드폰이 알아서 잠겨졌으면 좋겠어요!,5,취침시간이 되면 건물짓기를 안눌러도 바로 건물이 지어지고 화면이 잠겼으면 좋겠어요!,
2019-07-10 06:42:06,False,꺄나눕비,리뷰를 처음 남겨봅니다 그만큼 유용하고 좋은 어플같아요! 매일 늦게까지 폰 만지다가 다음날 아침에 피곤하고 늦잠 자기 일수 였는데! 집 모으는 재미에다가 수면 습관까지 길들일 수 있어서 좋아요!,5,참신하면서도 건강까지!,
2019-05-29 22:23:53,False,lune47gh,이거 쓰고나서 폐건물?생기는게 싫어서 그 시간 이후로는 폰을 안만지게 됩니다 덕분에 눈도 덜 피곤한것 같고 제시간에 자서 뭔가 삶의 질이 올라간 느낌? 잠 관련 어플 많이 사봤는데 이게 젤 좋았어요 강츄,5,좋아요,
2019-05-04 03:00:57,False,슈바슈징,"원체 심즈같은 집꾸미는 게임 좋아해서 딱이다 싶었는데, 역시나 재밌게(?) 잘 자면서 마을 꾸미기 놀이 할 수 있어서 행복해요! 좀 더 다양한 아이템들이 나오길 희망해봅니다^ㅁ^",5,꾸준히 잘 쓰고 있어요!,
2019-05-03 14:23:41,False,kwakhea,"잠자기전에 휴대폰 하는 습관 고칠 수 있어서 좋아요! 
음 기상미션?은 좀 더 어려운게 있어도 좋을것같아요ㅎㅎ  forest도 잘 쓰고 있는데 좋은 앱 만들어 주셔서 감사합니당:)",5,좋아용,
2018-10-16 05:19:40,True,E.Seol,"Forest랑 이 앱 두개 같은 핸드폰에 깔고 사용 중인데 설정 탭에 forest에서 나무를 받을 수 있는게 없어서 못 받고 있어요. 어떻게 해야할까요? 
로그인도 하고, 이미 오늘 건물도 세워봤어요.

말씀해주신대로 해봤는데도 안 뜨는데 어떻게 해야하나요..? 이미 건물도 많이 세웠고 나무도 많이 심었는데도 안 뜨네요. 따로 해야할 설정이 있나요?",5,Forest랑 같이 사용하고 있는데요..,"{'id': 5114336, 'body': 'Hello,\n\nPlease go to SleepTown\'s settings page and tap the cell with your user name on it. \nThis will lead you to your profile page where you can find the redeem button for ""special Forest house"".  \n(On certain phone models, you might have to open Forest before claiming the ""special Forest house"" for it work properly)\n\nThanks for contacting us! :)', 'modified': '2018-10-16T05:19:40Z'}"
2019-05-05 01:08:52,False,민0611,너무 귀여워요 ㅎㅎㅎ 연속으로 성공하고 싶어서 전말 수면 기상 시간 잘 지키게 되고 핸드폰 사용 안하게 돼서 좋아요 유료인게 하나도 아깝지 않은 앱입니다~!~! 포레스트도 잘 이용하고 있어요 ㅎㅎ,5,이게 뭐라고 열심히 하게 되는지,
2020-03-25 03:41:08,False,sixkxdjzs,"움직임이나 소리가 있었으면 더 좋겠어요
줌인(Zoom-in)하면 연못에서 물소리가 나거나 공사장 소음이 난다던지, 아니면 작은 사람들이나 버스가 돌아다녀도 좋고요. 정말 마을처럼요. 그럼 더 생동감 있을 것 같아요",4,아기자기하고 성취감도 있습니다 그런데,
2019-06-29 18:44:36,False,바람돌이앙ㅇ어어어,침대에서 스마트폰하다가 잠못자는 습관을 고치는데 많이 기여하고 있어요 그런데 건물이라서 그런지 나무심는 어플보다는 재미가 덜해서 잘 안하게 되요 컨텐츠가 건물 말고 뭔가 더 음 건물 말고 뭐가 더 좋을까요?ㅠ,5,좋아욤,
2019-01-21 16:54:52,False,헣헐,"취침누르는거 잊고 잘 준비하다가 
1,2분 지나쳐버리면 그날은 아예 
하질 못하게 되버리니까 오늘은 좀 늦게 자지 뭐 
이러게되고 어느날은 피곤해서 좀 일찍 자려는데 
두시간전 아니면 수면 시작 누르지도 못하고
저는 일주일에 세번은 오전출근 두번은 오후 출근인데 그런 날짜별 설정도 없어서 항상 일찍 깨야하고
제한이 많아서 불편합니다. 수정 좀 되었으면 하네요",4,좋기는한데 제한이 너무 많아요,"{'id': 6949829, 'body': 'Hi,\nWould you please provide us with the screenshots and details of the problem via our in-app feedback system? We could further investigate the issue for you! :) SleepTown', 'modified': '2019-01-22T06:20:07Z'}"
2019-05-19 05:14:33,False,Rosie21541,너무 좋아요!! 그런데 날짜별로 취침시간을 선택할 수 있게 바꾸어 주셨으면 좋겠어요ㅜ 저같은 학생은 평일과 휴일에 수면패턴이 달라서요! 부탁드리겠습니다~~,5,짱,
2019-04-23 10:42:56,False,ghushsjeken777777777777,아직 이틀밖에 안해봤지만 구글에 검색해서 거대한 도시를 건설하신 분들을 보니 의욕만만이네요. 서클도 가입하니 같이 마을을 만드는 기분이 꽤 소속감도 주고 더욱 도움이 됩니다. 꾸준히 해서 거대한 타운도 만들고 생활 리듬도 되찾겠습니다.,5,꾸준히 할 것 같아요.,
2020-04-23 23:51:30,False,또롱또롱또로로,"앱 구매 후 잘 사용하고 있었는데  
알 수 없는 오류 building download 503이라는 문구가 뜨네요ㅠㅜ 어떻게 해야하는거죠?",5,알수없는 오류,
2021-02-18 21:38:30,False,알라미 사용자,이 앱 1년 반 가량 쓰면서 쉐이크가 안 된 적이 없는데 거의 한 달째 쉐이크가 오류나고 있어요. 됐다가 안 됐다가 열심히 흔들어도 막대가 안 채워질 때가 더 많아요. 고객센터에 얘기하면 1주일 있다가 확인하고 하라는대로 다 했는데도 해결도 안 되고 답답해서 메일도 보냈는데 지금까지 답장도 없고요. 결국 리뷰란에 적습니다.,3,해결 좀 해주세요,
2019-04-04 21:45:01,False,Diooooor,아기자기하고 너무 좋아요! 근데 소셜 친구를 내가 초대하는게 아니라 이 어플 자체에서 이미 이 어플 가진 사람띠리 각자 자기가 원하는 방에 들어갈수 있고 방도 스스로 만들수 있음 좋겠어요ㅠ 유료 어플이라 친구들한테 선뜻 같이 하자고 하기가 좀 그렇네오ㅠㅠ 이미 있는 사람들끼리 서로 소통하고 하면 좋겠네요!,5,좋아오,
2021-05-15 20:03:41,False,여고생배철,"1시에서 7시로 설정해놨는데
12시 59분에 끄고 5시까지 폰은 안 하고 컴퓨터만 하는 인간이 되었네요! 나중에 고쳐지겠죠!! ^^",5,조아요!,
2021-05-10 15:29:32,False,채악,아직 제대로 사용해보진 않았지만 튜토리얼을 보니 제 생활 개선에 도움이 될 것 같아요ㅎㅎ,5,Forest 앱에 이어 다운 받았습니다,
2019-04-14 23:02:49,False,황금알을낳는닭,"일일이 신경쓰며 게임에몰두하려 하지않아도 수면동안 이쁜건물들이 늘어나니 매우좋네요!!
시간 정해놓으면 알람기능도있어서 좋습니다.",5,저에겐 편해요!!,
2019-04-05 02:23:21,False,dbeud20,"매일 핸드폰하느라 늦게 자서 안되겠다 싶어 결제했는데, 재깍재깍 일어나는 건 아직 습관이 안 됐지만ㅎㅎ 잠들 시간 설정해놓으니까 강제로하도 일찍 자게되더라구요. 2000원이 아깝지 않습니다.",5,가성비 짱짱,
2019-07-31 00:20:20,False,뺘랴랴,반신반의하면서 구매 했는데 이게 뭐라고 건물 무너뜨리기 싫어서 매일 규칙적으로 자고 있네요 ㅋㅋ 2500원 하나도 아깝지 않아요!,5,.,
2018-10-04 13:10:40,False,김우진,"Forest어플 쓰다가 이 어플도 설치했는데 공부 컨디션 유지하는데는 최상의 조합이네요. 
p.s Treehouse는 아직 unlock 상태인데 언제 풀어주시나요 아이디는 WooJin입니다.",5,정말 좋은거 같습니다,"{'id': 5382425, 'body': 'Hello,\n\nPlease go to the settings page of SleepTown and tap on your user name. This will take you to your profile page where you can find the redeem button for ""special Forest house"". Please note that the Forest app should be installed in the same device or the redeem button won\'t appear.  \n\nAnother reason could be you\'ve already obtained the Forest house. Please tap the ""next"" button at the bottom-right corner of SleepTown\'s main page where the ""Next Building"" page will pop up. Once the page has appeared tap on the hand icon where you should be able to choose your next building. See if the Forest house is available . \n\nThank you! :)', 'modified': '2018-10-06T15:58:57Z'}"
2021-12-10 00:27:40,False,꿈ing,"조금 더 사용해봐야 알겠지만
밤에 폰 만지다 늦게 나는걸 좀 잡아주는것 같아요
타운을..어플 내에서도 아릉 사람들과 만날 수 있었으면 놓겠어요 ㅎㅎㅎ 사람을 찾아서 같이하는게 쉽지는 않네요 ㅠㅜ",4,좋아요~,
2020-04-21 23:42:00,False,또로럴러거럭,잊고 있다가 돈주고 샀다는게 생각나서 다시 깔아봤는데 절박해서 그런건지 유용하게 잘 쓰고 있습니다. 건물들도 귀여워서 모으고 싶은 욕구도 생기네요.,5,좋습니다.,
2019-04-13 21:56:34,False,MovingKey,"정말로 건물들 모두다 이쁘고 그외 코인으로 구매해서 설치할수
있는 것들도 다 이쁜거 같아요❤️
자고 일어나는것도 규칙적으로 하게되는 앱이네요😀",5,잘쓰고 있습니다,
2019-07-23 22:06:58,False,smilekids_,"포레스트 쓰다가 이 앱까지 쓰는데 너무 만족합니다 ㅠㅠ
지어지는 건물 보면서 아까워서 라도 폰을 안만지게 되도라구요!! 아침에 상쾌하게 눈 뜰 수 있어 행복합니다~",5,너무 만족해요,
2020-04-09 22:08:19,False,XdancingX,"규칙적으로 자고 일어나는 것은 쉽지 않은 일인데 집을 지으려고, 그리고 집을 무너뜨리지 않으려고 일찍 자고, 정해진 시간에 일어나게 됩니다. 
그리고 집들이 재미있어서 계속 짓게 되네요 
한두번 실패해도 연속으로 쳐줘서 좋아요~",4,집을 짓는 재미가 쏠쏠하네요,
